title,sub_title,author,date,section,text,url
"VÍDEO – “Estarei nas ruas com a militância do PSOL defendendo Lula Livre”, diz presidente do partido",Não possui,Pedro Zambarda de Araujo,05/04/2019 22:44:19,Não possui,Não ficaremos calados diante da injustiça. Lula foi preso sem provas para alterar o resultado da eleição presidencial. A vitória de Bolsonaro é  produto direto dessa manobra. Por isso neste domingo estarei nas ruas com a militância do PSOL defendendo . — Juliano Medeiros (@julianopsol50) O jornalismo do DCM precisa de você para continuar marcando ponto na vida nacional. ,https://www.diariodocentrodomundo.com.br/video-estarei-nas-ruas-com-a-militancia-do-psol-defendendo-lula-livre-diz-presidente-do-partido/
Essencial do DCM – Bolsonaro diz que não nasceu para ser presidente: por que não pede pra sair?,Não possui,Pedro Zambarda de Araujo,05/04/2019 21:00:02,Não possui,O jornalismo do DCM precisa de você para continuar marcando ponto na vida nacional. ,https://www.diariodocentrodomundo.com.br/essencial-do-dcm-bolsonaro-diz-que-nao-nasceu-para-ser-presidente-por-que-nao-pede-pra-sair/
"Conheça o deputado árabe que pode derrubar o premiê de Israel, Benjamin Netanyahu",Não possui,Diario do Centro do Mundo,05/04/2019 22:00:56,Não possui,"A revista francesa L’Obs desta semana traz um perfil de quatro páginas do deputado israelense Ayman Odeh. O texto conta como esse político árabe, comunista e pacifista, tem sido a pedra no sapato do primeiro-ministro Benjamin Netanyahu. O chefe do governo tenta se manter no poder na eleição legislativa de 9 de abril.Com o título “o pesadelo de Bibi”, a revista apresenta o palestino de 44 anos, chefe do partido Hadash, que faz parte da minoria árabe que persiste na região, apesar da pressão israelense. Ayman Odeh cresceu em uma família muçulmana e militou, desde a juventude, pela criação de um Estado para os palestinos dos territórios ocupados, sempre criticando as condições de vida precárias dos árabes israelenses.O deputado, que também é advogado, luta pelo reconhecimento de um Estado palestino ao lado de Israel e critica medidas que discriminam os árabes, vistos como cidadãos inferiores. Ele também contesta a política do premiê, que tenta um quinto mandato apesar de enfrentar um triplo processo por corrupção.Odeh pode ter um papel importante no pleito, se aliando aos dois candidatos de centro que enfrentam o atual premiê, explica a revista. Como esse apoio, “ele pode se tornar o homem que vai derrubar Netanyahu, que está há dez anos no poder”, continua L’Obs.“Seus admiradores comparam Ayman Odeh a Martin Luther King ou a Nelson Mandela, mas seus opositores o tratam de terrorista”, conta a revista. No entanto, o deputado se vê apenas como um elemento de luta pela igualdade entre árabes e judeus em Israel.Partidário da não-violência, ele cultiva uma imagem de político moderado, diferente de seus colegas parlamentares árabes, muito mais virulentos. Mas isso não quer dizer que ele e sua família estejam isentos dos ataques ou da violência do conflito israelo-palestino. Seu cunhado foi morto durante uma manifestação e ele mesmo já foi ferido por policiais durante um protesto em um vilarejo de beduínos ameaçados de expulsão.Segundo a revista, Ayman Adeh pode influenciar nos resultados, que vão depender principalmente da taxa de participação dos árabes no pleito. “Ele é muito popular entre os jovens, admirado por sua capacidade de mobilizar as pessoas”, comentam especialistas ouvidos pela L’Obs.Segundo o deputado, “Netanyahu entende melhor que ninguém o peso do voto árabe”, e lembra que foi essa população que ajudou a dar o cargo de primeiro-ministro a Yitzhak Rabin no passado. E uma vitória da oposição pode se repetir na próxima semana, já que os candidatos de centro contam cada vez mais com o apoio dos árabes.Mas para dar seu apoio a um dos dois candidatos do centro que podem desbancar Netanyahu, Adeh já avisou que espera engajamentos concretos, como a instauração de um programa contra a violência visando os árabes e uma posição clara sobre o processo de paz com os palestinos.A eleição legislativa israelense acontece na próxima terça-feira, 9 de abril.O jornalismo do DCM precisa de você para continuar marcando ponto na vida nacional. ",https://www.diariodocentrodomundo.com.br/conheca-o-deputado-arabe-que-pode-derrubar-o-premie-de-israel-benjamin-netanyahu/
"VÍDEO – Guedes, as tchutchucas e a lacrada desnecessária de Manuela D’Ávila. Por Nathalí Macedo",Não possui,Nathalí Macedo,05/04/2019 16:23:14,Não possui,O jornalismo do DCM precisa de você para continuar marcando ponto na vida nacional. ,https://www.diariodocentrodomundo.com.br/video-guedes-as-tchutchucas-e-a-lacrada-desnecessaria-de-manuela-davila-por-nathali-macedo/
O que está por trás da articulação para Lula ter prisão domiciliar. Por Joaquim de Carvalho,Não possui,Joaquim de Carvalho,05/04/2019 21:42:17,Não possui,Veja o vídeo “Foi para isso que prenderam o Lula?”:O jornalismo do DCM precisa de você para continuar marcando ponto na vida nacional. ,https://www.diariodocentrodomundo.com.br/o-que-esta-por-tras-da-articulacao-para-lula-ter-prisao-domiciliar-por-joaquim-de-carvalho/
‘Me dei mal. Pode pegar meu lugar’: Moro finge que não será candidato e Bolsonaro finge que acredita,Não possui,Kiko Nogueira,05/04/2019 21:44:11,Não possui,"Deu no Estadão que, antes de admitir que não nasceu para ser presidente, mas, sim para militar, Bolsonaro “abriu um sorriso quando o ministro da Justiça, Sergio Moro, afirmou não ter planos políticos”.Segue a matéria:Moro é candidatíssimo, como escreveu sua mulher “Já estou iniciando HOJE campanha para 2022”, avisou.Moro e o chefe são concorrentes e, daqui a pouco, um sai.Por enquanto, exercem aquela bonita hipocrisia, homenagem que o vício presta à virtude.Moro finge que conta a verdade e o Jair finge que acredita.O jornalismo do DCM precisa de você para continuar marcando ponto na vida nacional. ",https://www.diariodocentrodomundo.com.br/me-dei-mal-pode-pegar-meu-lugar-moro-finge-que-nao-sera-candidato-e-bolsonaro-finge-que-acredita/
VÍDEO – Mulheres sexualmente livres assustam? Por Nathalí Macedo,Não possui,Nathalí Macedo,29/03/2019 16:23:17,Não possui,O jornalismo do DCM precisa de você para continuar marcando ponto na vida nacional. ,https://www.diariodocentrodomundo.com.br/video-mulheres-sexualmente-livres-assustam-por-nathali-macedo/
Anjos rebeldes: a vitória dos estudantes contra a truculência policial e a tirania de um diretor,Não possui,Joaquim de Carvalho,05/04/2019 23:04:49,Não possui,O jornalismo do DCM precisa de você para continuar marcando ponto na vida nacional. ,https://www.diariodocentrodomundo.com.br/anjos-rebeldes-a-vitoria-dos-estudantes-contra-a-truculencia-policial-e-a-tirania-de-um-diretor/
VÍDEO: Fiéis fazem fila para pastor jogar refrigerante na cabeça deles: “aleluia!”,Não possui,Joaquim de Carvalho,30/03/2019 07:33:49,Não possui,O jornalismo do DCM precisa de você para continuar marcando ponto na vida nacional. ,https://www.diariodocentrodomundo.com.br/video-fieis-fazem-fila-para-pastor-jogar-refrigerante-na-cabeca-deles-aleluia/
"“Canalha”, “covarde”, “contrabandista”: a reputação de Bolsonaro nos relatórios do Exército. Por Vinícius Segalla",Não possui,Vinícius Segalla,05/04/2019 18:31:00,Não possui,"Um dossiê formulado pelo Estado-Maior das Forças Armadas concluído em 27 de julho de 1990, ao qual a reportagem teve acesso, detalha informações nada abonadoras reunidas pelo alto-comando do Exército desde o julgamento que arrancou Bolsonaro do anonimato, nos anos 80, até o início da sua vida parlamentar, na década seguinte.Na peça investigatória, há dezenas de anotações feitas pelos oficiais com relatos da jornalista Cássia Maria Rodrigues, então trabalhando na revista Veja, que disse ter sido  Jair Bolsonaro, conforme já informado pelo DCM.Para além do que denunciava a repórter, chama a atenção uma carta sem assinatura recheada de denúncias e comentários ofensivos contra Bolsonaro. A investigação não descobriu quem era o autor, mas constatou ser de um colega de farda do agora presidenciável.As autoridades militares que fizeram o relatório trataram de investigar as informações da carta apócrifa. Segundo informam, constataram a veracidade de uma parte do que consta ali. De outra, disseram não ter sido capazes de produzir provas.O documento repercutiu dentro e fora da caserna, como mostra reportagem do jornal carioca “Tribuna da Imprensa” do dia 22 de abril de 1991.Segundo consta no dossiê, uma cópia do relatório e da carta foi distribuída aos alunos e professores da ESEME (Escola de Comando e Estado-Maior do Exército). O texto critica as intenções do capitão e faz acusações. Em um dos trechos da carta incluída nos documentos, lê-se, em mensagem a Jair Bolsonaro:“Ao invés de fazer croqui de bombas, escreva quantas vezes você foi ao Paraguai trazer muamba. Conte sobre os seus problemas no Mato Grosso. Verifique qual é o seu conceito na Brigada Paraquedista”, diz a missiva, em parte referindo-se ao episódio narrado pelo próprio Bolsonaro à Veja, de que preparava atentados à bomba para promover sua campanha por aumentos de salários.A conclusão do relatório aponta que Bolsonaro passou a atuar na esfera dos militares sem “representatividade” ou “delegação” para tanto, questionando e acusando autoridades “de forma descabida” e contrariando as regras de hierarquia e ordem das Forças Armadas.Também há menções ofensivas a Rogéria Nantes Braga, então esposa de Bolsonaro. O militar autor da carta fazia acusações de cunho pessoal a Rogéria, que a reportagem preferiu não expor por não trazer conteúdo de interesse público. Mas não fizeram assim os colegas e comandantes de Bolsonaro que pregaram a carta na parede do quartel.Rogéria é mãe dos três filhos mais velhos do capitão reformado e foi eleita vereadora do Rio sob influência do marido em 1992. Depois, se separaram, e Bolsonaro disse que foi porque ela não o estava mais consultando antes de decidir seus votos e outras ações na Câmara Municipal do Rio de Janeiro.De qualquer forma, a insistência de Bolsonaro em fazer campanha dentro dos quartéis e os comentários que fazia na tribuna irritavam o oficialato. Em uma outra carta revelada pela imprensa em maio de 91, o então chefe do Estado Maior das Forças Armadas, general Jonas de Morais Correia Neto, o chama de “embusteiro, intrigante e covarde”, acusando-o de “inventar e deturpar visando aos interesses pessoais e da política”, como mostra reportagem abaixo, de 16 de abril de 1991.Em outubro daquele mesmo ano, quando Bolsonaro já era deputado federal então pelo PDC-RJ (Partido Democrata Cristão), suas frequentes visitas ao antigo emprego, para fazer propaganda política e angariar votos, contrariaram de tal maneira seus ex-comandantes que estes proibiram a entrada de jair Bolsonaro nos quartéis do Rio de Janeiro. É que, de acordo com o Comando de Operacões Terrestres (Coter) do Exército Brasileiro, Jair Bolsonaro estava insuflando a revolta na tropa.O general Alberto dos Santos Lima Fajardo, então comandante do Coter, explicou a punição em entrevistas à imprensa. Disse que Jair Bolsonaro estava “insuflando oficiais superiores e sargentos com panfletos criticando exaustivamente comando da tropa”.Ao ficar sabendo da punição, Bolsonaro disse que estava sendo perseguido pelo generalato que ocupava o Comando Leste (divisão administrativa do Exército Brasileiro em que está o Rio de Janeiro). Alertou seus colegas deputados para o risco que aquele tipo de arbitrariedade cometida pelo Comando Terrestre representava para a Câmara. Disse que o general Fajardo estava “agindo irresponsavelmente” e que era questão de tempo para que outros congressistas passassem a receber este tipo de tratamento persecutório que os comandantes do Exército lhe conferiam.A punição a Bolsonaro durou mais um ano. Nunca mais até hoje o Exército proferiu uma ordem como essa contra qualquer outro parlamentar brasileiro. O jornalismo do DCM precisa de você para continuar marcando ponto na vida nacional. ",https://www.diariodocentrodomundo.com.br/canalha-covarde-contrabandista-a-reputacao-de-bolsonaro-nos-relatorios-do-exercito-por-vinicius-segalla/
